Name,Pos,Org,Top 100,Org Rk,Age,TJ Date,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId
"Gerardo Carrillo","SIRP","WSN",,10,"23.0722222",,"Sink/Tail","60 / 65","50 / 55","50 / 50","45 / 55","30 / 40",2300,2650,"93-96","99","40+","sa3002790"
"Seth Romero","MIRP","WSN",,11,"25.4722222","8/30/18","Sink","45 / 50","55 / 60","","55 / 60","40 / 40",2300,2300,"91-93","96","40+","21333"
"Matt Cronin","SIRP","WSN",,12,"24.0527777",,"Rise","60 / 65","","55 / 60","40 / 45","40 / 45",2400,2550,"93-95","96","40+","sa3011463"
"Cole Henry","SIRP","WSN",,14,"22.2333333",,"Tail","55 / 60","","50 / 60","40 / 50","30 / 45",2450,2400,"91-96","96","40+","sa3014446"
"Will Bednar","SP","SFG",,13,"21.0777777",,"Tail","50 / 55","55 / 60","50 / 55","","30 / 40",2300,2700,"90-93","96","40+","sa3017844"
"Jack Kochanowicz","SP","LAA",,8,"20.7972222",,"Rise","45 / 50","","50 / 60","45 / 50","30 / 50",2250,2600,"88-92","94","40+","sa3014539"
"Manuel Mercedes","SP","SFG",,14,"19.05",,"Tail","50 / 60","40 / 50","","35 / 60","20 / 45",,,"94-97","98","40+","sa3015214"
"Ky Bush","SIRP","LAA",,9,"21.6638888",,"Rise","55 / 60","55 / 60","45 / 45","","30 / 40",,,"92-95","96","40+","sa3017386"
"T.J. Sikkema","SP","NYY",,13,"23.2055555",,"Tail","45 / 50","50 / 55","","40 / 50","45 / 60",2250,2300,"90-94","95","40+","sa3011191"
"Matt Mikulski","MIRP","SFG",,15,"22.175",,"Tail","55 / 60","45 / 50","45 / 45","60 / 70","30 / 45",,,"93-97","100","40+","sa3017874"
"Camilo Doval","SIRP","SFG",,16,"24.2638888",,"Cut","","55 / 55","","","20 / 30",2750,2700,"93-98","99","40+","21992"
"William Holmes","SP","LAA",,11,"20.8",,"Tail","45 / 50","45 / 55","","45 / 55","30 / 50",2450,,"88-94","95","40+","sa3007744"
"Stephen Ridings","SIRP","NYY",,17,"26.1527777",,"Sink","70 / 70","55 / 55","","","45 / 45",2300,2200,"96-98","100","40+","22358"
"Nick Swiney","SP","SFG",,19,"22.6583333",,"Rise","40 / 45","","50 / 55","50 / 55","35 / 55",2050,2700,"88-92","93","40+","sa3014542"
"Sam Delaplane","SIRP","SFG",,21,"26.5333333","4/13/20","Rise","60 / 60","70 / 70","","","40 / 45",2150,2800,"92-95","97","40+","sa3004222"
"Blake Rivera","SIRP","SFG",,22,"23.75",,"Cut","55 / 55","","70 / 70","40 / 40","40 / 40",2600,2800,"92-96","97","40+","sa3008261"
"Levi Kelly","MIRP","ARI",,15,"22.4027777",,"Rise","45 / 50","60 / 70","50 / 50","","30 / 40",2250,2500,"90-94","96","40+","sa3008500"
"Sean Hjelle","SP","SFG",,23,"24.4222222",,"None","50 / 50","","45 / 50","45 / 50","45 / 55",2500,2200,"91-94","96","40+","sa3007989"
"Kervin Castro","SIRP","SFG",,24,"22.6722222","5/1/17","Rise","60 / 60","","50 / 55","","30 / 40",2250,,"93-96","98","40+","21656"
"Brandon Pfaadt","SIRP","ARI",,17,"22.9833333",,"Rise","45 / 50","55 / 60","55 / 55","","30 / 50",,,"91-95","96","40+","sa3014983"
"Christian Roa","SP","CIN",,10,"22.5194444",,"Rise","50 / 50","50 / 50","55 / 55","50 / 55","35 / 50",2200,2300,"92-93","96","40+","sa3014477"
"Jhosmer Alvarez","SIRP","ARI",,19,"20.2777777",,"Rise","50 / 55","","40 / 45","","35 / 40",2100,2200,"92-96","98","40+","sa3005437"
"Justin Martinez","SP","ARI",,20,"20.1916666",,"Tail","55 / 60","45 / 50","","40 / 50","30 / 50",2350,2300,"92-96","98","40+","sa3005864"
"Jared Solomon","SIRP","CIN",,13,"24.3305555","11/22/20","Tail","70 / 70","60 / 60","","","40 / 45",2350,2500,"96-98","99","40+","sa3004589"
"Tony Santillan","SIRP","CIN",,15,"24.4833333",,"Tail","50 / 50","55 / 55","","45 / 50","40 / 45",2200,2600,"91-94","96","40+","19926"
"Jeff Criswell","SP","OAK",,8,"22.5805555",,,"55 / 60","55 / 60","45 / 50","40 / 45","30 / 40",2250,2400,"92-95","97","40+","sa3014435"
"Colin Peluse","MIRP","OAK",,9,"23.3277777",,,"55 / 60","55 / 60","","45 / 55","30 / 45",,,"93-96","97","40+","sa3011126"
"Michael McGreevy","SP","STL",,8,"21.0083333",,"Sink/Tail","45 / 55","45 / 55","45 / 50","30 / 40","30 / 50",2100,2450,"91-94","96","40+","sa3017598"
"Tink Hence","SP","STL",,12,"19.175",,"Rise","45 / 55","","50 / 60","40 / 50","25 / 55",,,"90-94","96","40+","sa3014709"
"Maddux Bruns","SIRP","LAD",,13,"19.0583333",,"Rise","50 / 60","","50 / 60","30 / 40","20 / 45",,,"91-95","97","40+","sa3017782"
"Ian Bedell","SP","STL",,13,"22.0944444",,"Rise/Tail","40 / 50","","55 / 60","40 / 50","35 / 60",,,"88-93","94","40+","sa3014538"
"Michael Grove","MIRP","LAD",,14,"24.8083333","5/1/17","Rise","55 / 60","45 / 50","55 / 55","40 / 40","45 / 50",2300,2500,"90-93","95","40+","sa3008625"
"Tucker Davidson","MIRP","ATL",,9,"25.5388888",,"Rise","45 / 55","50 / 55","55 / 55","40 / 40","40 / 40",2200,2500,"91-95","98","40+","19871"
"Hyun-il Choi","SP","LAD",,17,"21.3666666",,"Sink","45 / 50","","40 / 45","","45 / 60",2300,2150,"90-93","95","40+","sa3009992"
"Spencer Schwellenbach","SS/MIRP","ATL",,10,"21.1138888",,"Sink/Tail","50 / 55","55 / 60","","50 / 60","30 / 50",,,"93-96","97","40+",
"Spencer Strider","SP","ATL",,11,"22.9472222",,"Tail","50 / 55","","50 / 55","30 / 50","35 / 50",2300,2250,"91-95","97","40+","27498"
"Robinson Ortiz","MIRP","LAD",,19,"21.7638888",,"Tail","50 / 55","","45 / 55","50 / 55","30 / 40",2200,2550,"89-94","98","40+","sa3004006"
"Freddy Tarnok","SP","ATL",,12,"22.875",,"Rise","45 / 55","","50 / 55","45 / 55","35 / 50",2450,2275,"89-92","96","40+","sa3005175"
"Tanner Burns","SP","CLE",,16,"22.7805555",,"Rise","45 / 50","50 / 55","45 / 45","45 / 50","40 / 50",2350,2600,"90-94","95","40+","sa3014451"
"Logan Allen","SP","CLE",,17,"23.0944444",,"Tail","45 / 50","","45 / 50","50 / 60","35 / 55",,2400,"89-92","94","40+","sa3014444"
"Tommy Mace","SP","CLE",,19,"22.6666666",,"Sink","50 / 50","45 / 50","45 / 50","40 / 45","35 / 55",,,"91-95","97","40+",
"Nick Mikolajchak","SIRP","CLE",,21,"23.8833333",,"Rise","55 / 60","","55 / 60","50 / 55","40 / 50",2350,2900,"90-93","95","40+","sa3010303"
"Josh Wolf","SIRP","CLE",,22,"21.1055555",,"Tail","50 / 60","35 / 55","50 / 60","40 / 45","30 / 45",2300,2350,"92-95","97","40+","sa3011638"
"Cody Morris","MIRP","CLE",,23,"24.9305555","6/2/15","Tail","55 / 55","","50 / 55","50 / 50","40 / 45",2400,2400,"92-95","98","40+","sa3008653"
"JoJo Romero","MIRP","PHI",,13,"25.0555555",,"Sink","55 / 55","50 / 55","","50 / 55","45 / 45",2250,2550,"93-95","96","40+","19574"
"Ian Seymour","MIRP","TBR",,15,"22.8222222",,"Tail","45 / 45","50 / 55","","50 / 55","40 / 55",2200,2200,"93-95","96","40+","sa3014512"
"Carson Williams","SS/SIRP","TBR",,16,"18.0444444",,"Rise/Tail","50 / 60","55 / 60","","30 / 45","20 / 45",,,"95-97","98","40+","sa3017795"
"Taj Bradley","SP","TBR",,18,"20.5527777",,"Cut/Rise","55 / 60","50 / 55","","30 / 45","30 / 45",2400,2500,"93-97","97","40+","sa3007839"
"Helcris Olivarez","SP","COL",,10,"21.1694444",,"Tail","55 / 60","","50 / 55","30 / 45","30 / 45",2350,2550,"94-96","98","40+","sa3002965"
"Sam Weatherly","SP","COL",,12,"22.3638888",,"Tail","55 / 60","55 / 60","","30 / 45","30 / 45",2350,2650,"92-95","97","40+","sa3014455"
"Ryan Rolison","SP","COL",,13,"24.2444444",,"Cut/Rise","40 / 45","","60 / 60","40 / 50","35 / 45",2250,2600,"89-94","96","40+","sa3008244"
"Jaden Hill","MIRP","COL",,14,"21.7972222",,"Sink","60 / 70","60 / 60","45 / 50","55 / 60","30 / 40",2150,2400,"94-97","99","40+",
"Kyle Nicolas","SIRP","MIA",,18,"22.6305555",,,"55 / 60","55 / 60","45 / 45","30 / 30","30 / 40",,,"92-94","97","40+","sa3014523"
"Jake Eder","SIRP","MIA",,20,"23",,,"55 / 60","","55 / 60","","30 / 40",2100,2300,"92-95","97","40+","sa3014917"
"Nick Neidert","SP","MIA",,21,"24.8861111",,,"40 / 40","45 / 45","45 / 45","60 / 60","60 / 70",2300,2250,"90-93","95","40+","18699"
"Kutter Crawford","SP","BOS",,18,"25.5222222",,"Rise","50 / 50","45 / 50","55 / 55","","50 / 55",2400,2400,"91-95","96","40","20531"
"Alex Faedo","SP","DET",,16,"25.9083333","12/28/20","Tail","45 / 50","60 / 60","","40 / 45","55 / 60",2350,2700,"90-93","95","40","sa829855"
"Michael Burrows","SIRP","PIT",,31,"21.9194444",,"Rise","50 / 55","","55 / 60","","30 / 40",2550,2800,"90-94","96","40","sa3008517"
"Nick Garcia","SP","PIT",,33,"22.4694444",,"Rise","45 / 50","45 / 50","40 / 45","40 / 50","30 / 50",2550,2220,"91-94","98","40","sa3014501"
"Dylan Smith","SP","DET",,21,"21.1194444",,"Tail","40 / 45","50 / 55","45 / 45","45 / 50","35 / 60",,,"88-92","94","40",
"Austin Roberts","SP","PIT",,34,"23.2",,,"50 / 55","","50 / 50","55 / 60","30 / 40",2250,,"92-95","96","40","sa3010254"
"Frank German","RHP","BOS",,28,"24.0472222",,"Cut/Rise","60 / 65","40 / 50","","45 / 50","35 / 40",2200,2400,"92-96","98","40","sa3007729"
"Paul Richan","SP","DET",,22,"24.5361111",,"Rise","40 / 40","40 / 40","45 / 45","45 / 50","55 / 60",2150,2200,"89-91","93","40","sa3008025"
"Max Kranick","SP","PIT",,35,"24.2166666",,"Tail","50 / 55","45 / 50","","40 / 45","45 / 45",,,"92-96","98","40","22175"
"Jacob Wallace","SIRP","BOS",,29,"23.1555555",,"Tail","45 / 50","50 / 60","","50 / 55","30 / 40",2500,2850,"88-93","96","40","sa3010374"
"Jason Foley","SIRP","DET",,23,"25.9388888",,"Tail","65 / 65","45 / 45","","","40 / 40",2250,2200,"94-97","100","40","19531"
"Grant Gambrell","MIRP","BOS",,30,"23.8833333",,"Rise/Tail","50 / 55","","55 / 60","45 / 50","30 / 40",2450,2550,"91-94","96","40","sa3011129"
"Zack Hess","SIRP","DET",,24,"24.6222222",,"Rise","60 / 60","55 / 60","","40 / 45","40 / 45",2500,2550,"93-95","97","40","sa3010777"
"Ricky DeVito","SP","PIT",,37,"23.1333333",,"0.0625","50 / 50","","45 / 50","","30 / 40",2200,,"92-95","97","40","sa1116003"
"Brendan Cellucci","SIRP","BOS",,31,"23.275",,"Rise","60 / 60","","60 / 60","","20 / 35",,,"94-96","97","40","sa3011710"
"Santiago Florez","SIRP","PIT",,38,"21.4166666",,"Rise","50 / 60","","50 / 60","","30 / 45",2400,2800,"92-94","95","40","sa3003026"
"Kevin Gowdy","SP","TEX",,26,"23.8972222","8/15/17",,"45 / 50","50 / 55","","40 / 45","45 / 50",,,"90-94",,"40","sa917928"
"Joaquin Tejada","SP","PIT",,39,"18.2305555",,,"40 / 45","50 / 55","55 / 60","","20 / 50",,,"90-92",,"40","sa3016207"
"Blake Cederlind","SIRP","PIT",,40,"25.7638888","3/23/21","Sink","60 / 60","50 / 50","","","30 / 35",2150,2000,"96-98","100","40","20344"
"Wilkel Hernandez","SP","DET",,28,"22.4888888","11/15/20","Rise","50 / 55","","50 / 55","40 / 50","35 / 50",2350,2550,"90-93","96","40","sa918026"
"Durbin Feltman","SIRP","BOS",,35,"24.475",,"Rise","55 / 60","55 / 55","45 / 50","","35 / 40",2300,2350,"92-95","96","40","sa3007959"
"Mason Englert","SP","TEX",,30,"21.9388888","4/12/19",,"40 / 45","","50 / 55","40 / 50","30 / 50",,,"90-93","95","40","sa3015036"
"Steven Jennings","SP","PIT",,43,"22.9055555",,"Rise","40 / 45","50 / 55","45 / 50","35 / 45","35 / 60",2500,3000,"88-92","93","40","sa3004812"
"Chih-Jung Liu","SIRP","BOS",,37,"22.5055555",,"Tail","40 / 60","50 / 60","40 / 45","","30 / 40",2300,2400,"93-96","98","40","sa3014675"
"Dylan File","SP","MIL",,22,"25.3472222",,"Rise","40 / 40","50 / 55","50 / 50","55 / 55","55 / 60",2250,2700,"88-92","92","40","sa3004197"
"Victor Castaneda","MIRP","MIL",,24,"23.1166666",,"Sink","45 / 45","","45 / 45","55 / 55","40 / 45",2150,,"91-94","95","40","sa978399"
"Glenn Otto","SIRP","TEX",,34,"25.5777777",,"Rise","55 / 55","","55 / 60","","35 / 40",2400,2650,"92-94","96","40","21366"
"Cole Ragans","SP","TEX",,35,"23.825","5/15/19*",,"45 / 45","","40 / 45","60 / 60","40 / 60",2100,2000,"91-94","96","40","sa917938"
"Ryan Garcia","SP","TEX",,36,"23.7083333","43891","Rise","40 / 40","50 / 55","45 / 45","40 / 45","30 / 50",2300,2350,"91-93","94","40","sa3011190"
"Justin Topa","SIRP","MIL",,27,"30.5888888","5/1/15*","Tail","70 / 70","60 / 60","","","30 / 30",2100,2600,"96-98","100","40","15145"
"Tekoah Roby","SP","TEX",,37,"20.0583333",,,"40 / 50","","40 / 45","45 / 55","25 / 50",,,"90-92","94","40","sa3014519"
"Marc Church","SIRP","TEX",,40,"20.525",,"Rise","60 / 60","50 / 55","","","35 / 55",,,"94-96","97","40","sa3015080"
"Russell Smith","SIRP","MIL",,31,"22.8361111",,,"50 / 55","","","50 / 55","30 / 50",,,"90-93","95","40",
"Alex Speas","SIRP","TEX",,42,"23.5972222","6/25/18",,"70 / 70","","70 / 70","","20 / 30",2350,2700,"95-97","99","40","sa917945"
"Cole Uvila","SIRP","TEX",,43,"27.6916666","1/1/16","Rise","50 / 50","","60 / 60","55 / 55","30 / 40",2550,,"91-94","96","40","sa3006804"
"Nic Laio","SIRP","TEX",,44,"24.1972222",,"Tail","50 / 50","50 / 60","","35 / 45","45 / 50",,,"93-94","95","40","sa3009861"
"Tyler Brown","SIRP","HOU",,10,"23.0194444",,"Cut/Rise","50 / 55","","50 / 60","","30 / 40",2500,2400,"91-95","96","40","sa3014450"
"Alex Santos II","SP","HOU",,14,"19.6638888",,"Rise","45 / 55","30 / 50","50 / 55","","25 / 50",,,"89-93","95","40","sa3014684"
"Austin Hansen","SIRP","HOU",,18,"25.1222222",,,"55 / 55","55 / 55","","50 / 55","35 / 40",,,"93-95","96","40","sa3006956"
"Angel Macuare","SP","HOU",,19,"21.6",,"Rise","45 / 50","45 / 50","55 / 55","40 / 45","35 / 45",2250,2350,"89-91","94","40","sa3003039"
"Jojanse Torres","SIRP","HOU",,20,"26.1805555",,"Rise/Tail","60 / 60","55 / 55","","50 / 50","35 / 35",2400,2350,"94-97","99","40","sa3006955"
"Carlos Guarate","SP","SDP",,15,"20.525",,,"45 / 45","","50 / 55","40 / 50","35 / 50",2300,2400,"88-91","93","40","sa3006127"
"Efrain Contreras","SP","SDP",,16,"21.7694444",,,"50 / 50","45 / 50","","55 / 60","35 / 55",,,"92-94","97","40","sa3005692"
"Robert Gasser","SP","SDP",,18,"22.1138888",,"Tail","40 / 45","55 / 60","","40 / 50","35 / 55",,,"90-93","96","40","sa3017310"
"Sam McWilliams","SIRP","SDP",,19,"26.0972222",,"Tail","60 / 60","50 / 55","","","30 / 40",2500,2500,"94-97","98","40","sa829124"
"Steven Wilson","SIRP","SDP",,20,"27.125","2/1/16","Rise","60 / 60","55 / 55","","30 / 30","40 / 45",2450,2750,"91-95","97","40","sa3006795"
"Reggie Lawson","SIRP","SDP",,21,"24.1861111","3/20/20",,"50 / 55","","55 / 55","45 / 50","35 / 45",2200,2300,"92-95","97","40","sa917951"
"Javy Guerra","SIRP","SDP",,22,"26.0388888",,,"65 / 65","45 / 55","","","35 / 45",2450,2600,"96-98","100","40","17292"
"Chris Vallimont","SP","MIN",,20,"24.5583333",,"Rise","45 / 45","45 / 50","45 / 50","40 / 50","40 / 50",2350,2600,"89-93","95","40","sa3008026"
"Steven Hajjar","SP","MIN",,22,"20.9277777",,"Rise","45 / 50","50 / 55","","45 / 55","35 / 55",,,"88-92","94","40",
"Marco Raya","SP","MIN",,23,"19.1722222",,"Rise/Cut","40 / 50","45 / 50","","40 / 55","35 / 55",,,"88-92","95","40","sa3014550"
"Michael McAvene","SIRP","CHC",,32,"24.125","4/1/17",,"65 / 70","50 / 55","","","35 / 40",2300,2450,"94-98","100","40","sa3011727"
"Blayne Enlow","MIRP","MIN",,26,"22.55","6/11/21","Sink","50 / 50","50 / 50","","45 / 50","40 / 45",2300,2550,"91-94","96","40","sa3005117"
"Bowden Francis","SP","TOR",,15,"25.4638888",,"Rise","50 / 50","55 / 55","45 / 45","45 / 50","50 / 55",2600,2600,"92-94","95","40","sa918451"
"Hunter Bigge","SIRP","CHC",,33,"23.325",,"Rise","55 / 60","","50 / 55","","40 / 50",2350,2450,"92-96","99","40","sa3011341"
"Alex Scherff","SIRP","MIN",,27,"23.6777777",,,"55 / 55","45 / 45","","60 / 60","30 / 35",,,"93-96",,"40","sa3005397"
"Ricky Tiedemann","SP","TOR",,16,"18.8972222",,"Tail","45 / 50","50 / 55","","50 / 55","20 / 55",,,"88-92","94","40",
"Max Bain","MIRP","CHC",,34,"26.0333333",,"Rise","55 / 55","45 / 50","55 / 60","","30 / 40",,,"93-96","98","40","sa3014932"
"Edwar Colina","SIRP","MIN",,28,"24.4333333",,"Sink","60 / 60","50 / 55","","40 / 40","40 / 45",2400,2800,"94-98","100","40","20589"
"Joey Murray","MIRP","TOR",,17,"25.0444444",,"Rise","50 / 55","50 / 55","50 / 55","40 / 45","40 / 45",2450,2700,"88-91","93","40","sa3007234"
"Jovani Moran","SIRP","MIN",,29,"24.4583333",,"Rise","45 / 45","45 / 45","","70 / 70","40 / 40",2300,2475,"90-93","95","40","20422"
"Hagen Danner","SIRP","TOR",,18,"23.025",,,"60 / 60","50 / 55","","","35 / 40",,,"94-97",,"40","sa3004501"
"Yovanny Cruz","SP","CHC",,36,"22.1277777",,"Sink/Tail","65 / 70","45 / 50","","50 / 60","30 / 45",1900,2100,"97-99","100","40","sa3002951"
"Jackson Rees","SIRP","TOR",,19,"27.1916666",,"Sink","50 / 50","","70 / 70","","35 / 35",2350,2750,"91-94","95","40","sa3007818"
"Drew Gray","SP","CHC",,37,"18.1722222",,"Rise","45 / 65","45 / 55","40 / 50","","25 / 55",,,"88-92","93","40",
"Eric Pardinho","SP","TOR",,20,"20.7611111","2/11/20","Sink","40 / 50","45 / 50","50 / 55","45 / 50","35 / 55",2100,2100,"90-93","94","40","sa968102"
"Benjamin Rodriguez","SP","CHC",,38,"22.2",,"Rise","45 / 50","","45 / 55","40 / 50","30 / 50",2300,,"90-92","94","40","sa3004962"
"Adam Kloffenstein","SP","TOR",,21,"21.1222222",,"Sink","45 / 50","50 / 55","40 / 45","40 / 50","30 / 50",2000,2300,"88-92","94","40","sa3008578"
"Trent Palmer","MIRP","TOR",,22,"22.5166666",,"Tail","45 / 50","40 / 45","35 / 40","","30 / 45",,,"92-94","96","40","sa3014491"
"Cory Abbott","SP","CHC",,40,"26.0527777",,"Tail","40 / 40","50 / 50","45 / 45","45 / 45","55 / 55",2350,2500,"88-93","95","40","20277"
"Cayne Ueckert","SIRP","CHC",,41,"25.3638888",,"Rise","60 / 60","50 / 55","","","40 / 45",,,"95-98","99","40","sa3010789"
"Josh Burgmann","SP","CHC",,42,"23.7","4/1/17",,"40 / 45","40 / 50","55 / 60","40 / 45","35 / 50",2350,3000,"91-93","97","40","sa3011409"
"Dylan Coleman","SIRP","KCR",,18,"23.0638888",,"Tail/Rise","65 / 65","55 / 55","","","40 / 40",2500,2650,"96-100","101","40","22276"
"Manuel Rodriguez","SIRP","CHC",,44,"25.175",,,"65 / 65","","55 / 55","","35 / 35",2350,,"94-97","99","40","20794"
"Josh Dye","MIRP","KCR",,21,"25.0694444",,"Sink/Tail","35 / 40","","50 / 50","55 / 55","50 / 60",2000,,"88-91","92","40","sa3007485"
"Christian Chamberlain","SIRP","KCR",,22,"22.2194444",,"Rise","45 / 60","","60 / 60","40 / 45","30 / 40",2400,2600,"93-96","97","40","sa3014486"
"Ben Hernandez","SIRP","KCR",,24,"20.2722222",,"Tail","50 / 55","35 / 40","","60 / 70","25 / 45",,,"92-95","96","40","sa3014541"
"Shane Panzini","SP","KCR",,26,"19.6972222",,"Rise","45 / 50","45 / 50","55 / 55","40 / 45","20 / 50",,,"91-93","95","40",
"Yohanse Morel","MIRP","KCR",,27,"21.1277777",,"Sink","45 / 45","45 / 50","","55 / 60","35 / 50",2300,2550,"89-93","94","40","sa3005685"
"Michael Morales","SP","SEA",,12,"18.9111111",,,"40 / 55","","50 / 55","45 / 55","20 / 50",,,,,"40","sa3017783"
"Jon Heasley","SIRP","KCR",,29,"24.7",,,"55 / 55","40 / 45","","55 / 60","35 / 40",2350,2800,"91-94","96","40","22224"
"Charlie Neuweiler","SP","KCR",,30,"22.6694444",,,"40 / 40","","55 / 60","","35 / 55",2350,2700,"88-92","93","40","sa3004345"
"Connor Phillips","SP","SEA",,14,"20.4305555",,"Rise/Tail","50 / 60","45 / 50","50 / 55","","30 / 40",,,"90-94","98","40","sa3014433"
"Taylor Dollard","SP","SEA",,16,"22.6444444",,"Tail","40 / 45","55 / 60","45 / 50","45 / 50","35 / 60",2050,2800,"90-93","94","40","sa3014982"
"Ronald Bolanos","SP","KCR",,33,"25.1277777",,"Sink","60 / 60","45 / 45","45 / 45","45 / 45","40 / 45",2250,2650,"90-96","99","40","20041"
"Junior Santos","SP","NYM",,11,"20.1472222",,"Tail","50 / 60","45 / 50","","40 / 50","20 / 45",2350,2150,"89-93","95","40","sa3005470"
"Dominic Hamel","SIRP","NYM",,12,"22.3583333",,"Rise","55 / 70","60 / 60","","","30 / 40",2450,2800,"91-95","98","40","sa3017949"
"Bryce Miller","SIRP","SEA",,17,"22.8833333",,"Rise","55 / 60","50 / 55","40 / 50","40 / 45","30 / 45",2500,2400,"94-97","98","40","sa3017414"
"Robert Dominguez","SP","NYM",,13,"19.8583333",,,"55 / 60","","50 / 60","40 / 45","20 / 50",,,"93-96","99","40","sa3014694"
"Isaiah Campbell","SP","SEA",,18,"24.15",,,"50 / 50","50 / 55","50 / 50","","40 / 50",2200,2300,"90-93","96","40","sa3014432"
"Ismael Aquino","SIRP","KCR",,36,"23.1027777",,,"60 / 65","","","40 / 45","30 / 40",2300,2050,"93-96","98","40","sa3003104"
"Jose Butto","SP","NYM",,14,"23.5555555",,"Tail","40 / 40","45 / 50","","55 / 60","50 / 55",2350,,"89-94","96","40","sa3003166"
"Thomas Szapucki","MIRP","NYM",,15,"25.325","7/19/17","Tail","50 / 55","","60 / 60","40 / 45","40 / 45",2200,2400,"88-94","96","40","21065"
"Ryley Gilliam","SIRP","NYM",,16,"25.1611111",,"Rise","55 / 55","20 / 55","55 / 55","","30 / 35",2600,2800,"94-95","96","40","sa3008225"
"Sam Carlson","SP","SEA",,21,"22.85",,"Rise","55 / 60","","45 / 50","50 / 60","40 / 55",2200,2350,"89-93","94","40","sa3005015"
"Franklyn Kilome","SIRP","NYM",,17,"26.2888888","10/24/18","Sink","55 / 55","40 / 40","60 / 60","50 / 50","40 / 40",2450,2200,"92-96","97","40","17861"
"Levi Stoudt","SIRP","SEA",,22,"23.8472222",,,"50 / 50","40 / 45","","55 / 60","30 / 40",2200,2250,"93-96","97","40","sa3014545"
"Joshua Cornielly","SP","NYM",,18,"20.7333333",,"Rise","40 / 45","","40 / 50","45 / 55","40 / 55",2150,,"88-93","95","40","sa3005890"
"Josias De Los Santos","SIRP","SEA",,23,"22.1944444",,,"50 / 55","50 / 55","","","45 / 50",2300,2450,"90-95","97","40","sa3006508"
"Matthew Thompson","SP","CHW",,8,"21.1611111",,"Rise","45 / 55","","45 / 55","40 / 50","30 / 45",2300,2100,"91-94","96","40","sa3011866"
"Jordany Ventura","SP","NYM",,21,"21.2583333",,"Cut/Rise","45 / 55","50 / 55","","40 / 50","40 / 50",2450,,"91-94","95","40","sa3008542"
"Andrew Dalquist","SP","CHW",,9,"20.9055555",,"Tail","40 / 45","40 / 50","45 / 55","40 / 50","35 / 55",2100,2300,"91-93","95","40","sa3011841"
"Tim Cate","SIRP","WSN",,17,"24.025","1/1/13","Rise","40 / 45","","60 / 60","40 / 45","45 / 45",2100,2400,"87-91","93","40","sa3007926"
"Jonathan Stiever","SP","CHW",,10,"24.4083333",,"Sink","40 / 45","45 / 50","45 / 45","50 / 55","45 / 55",2350,2300,"90-94","95","40","24584"
"Sean Burke","SP","CHW",,11,"22.5638888","5/1/18","Rise","55 / 60","50 / 55","40 / 45","30 / 40","30 / 45",2400,2300,"91-95","98","40","sa3017461"
"Norge Vera","RHP","CHW",,13,"21.3555555",,,"45 / 50","","50 / 55","40 / 50","40 / 50",,,"90-94","97","40","sa3017468"
"Mason Thompson","SIRP","WSN",,21,"23.6361111","3/18/15",,"50 / 60","50 / 50","40 / 55","50 / 60","30 / 35",2350,2350,"91-95","97","40","21850"
"Joan Adon","SIRP","WSN",,22,"23.1583333",,,"50 / 55","45 / 45","","50 / 55","40 / 40",2250,2150,"92-96","98","40","22925"
